donation_id,region,donation_year,donation_date,donor_full_name,donor_type,amount,political_party,party_leader,leader_change
8762,Federal,2022,2022-03-23,pJszqGmObt,Individuals,111.09,Liberal Party of Canada,Leader 3,FALSE
8763,Federal,2022,2022-03-24,vDBkdpLZzE,Individuals,26.87,Liberal Party of Canada,Leader 3,FALSE
8764,Federal,2022,2022-03-24,cqovJnbIDL,Individuals,72.02,Conservative Party of Canada,Leader 3,FALSE
8765,Federal,2022,2022-03-24,LgUaDZXsrU,Individuals,61.04,Liberal Party of Canada,Leader 3,FALSE
8766,Federal,2022,2022-03-24,lQodmfEnZv,Individuals,265.75,New Democratic Party,Leader 2,FALSE
8767,Federal,2022,2022-03-25,qfWqOyXSCL,Individuals,89.83,Conservative Party of Canada,Leader 3,FALSE
8768,Federal,2022,2022-03-25,GngshpAjvS,Individuals,5.35,Conservative Party of Canada,Leader 3,FALSE
8769,Federal,2022,2022-03-25,XcHkfMlfJi,Individuals,29.56,Conservative Party of Canada,Leader 3,FALSE
8770,Federal,2022,2022-03-25,NGyEzgBvCZ,Individuals,419.39,New Democratic Party,Leader 2,FALSE
8771,Federal,2022,2022-03-26,sFndiWSIqM,Individuals,88.66,New Democratic Party,Leader 2,FALSE
8772,Federal,2022,2022-03-26,mSUzJVRyGp,Individuals,507.65,Conservative Party of Canada,Leader 3,FALSE
8773,Federal,2022,2022-03-26,jqNpEMlFAc,Individuals,110.86,Liberal Party of Canada,Leader 3,FALSE
8774,Federal,2022,2022-03-27,mDTJDKTfCT,Individuals,80.72,Conservative Party of Canada,Leader 3,FALSE
8775,Federal,2022,2022-03-27,WexkgLRLrY,Individuals,65.33,Liberal Party of Canada,Leader 3,FALSE
8776,Federal,2022,2022-03-27,eqVckBMGEa,Individuals,2.46,New Democratic Party,Leader 2,FALSE
8777,Federal,2022,2022-03-27,OJEPdsCRmk,Individuals,343.89,New Democratic Party,Leader 2,FALSE
8778,Federal,2022,2022-03-27,MotyQdMMrL,Individuals,132.82,New Democratic Party,Leader 2,FALSE
8779,Federal,2022,2022-03-28,ysLTFBVjZh,Individuals,32.75,New Democratic Party,Leader 2,FALSE
8780,Federal,2022,2022-03-28,swCTEPeoVe,Individuals,185.56,New Democratic Party,Leader 2,FALSE
8781,Federal,2022,2022-03-29,WZmgJetgbX,Individuals,5.56,New Democratic Party,Leader 2,FALSE
8782,Federal,2022,2022-03-29,eceUFaWOmv,Individuals,128.2,New Democratic Party,Leader 2,FALSE
8783,Federal,2022,2022-03-30,HbGMAmZkoI,Individuals,27.46,New Democratic Party,Leader 2,FALSE
8784,Federal,2022,2022-03-30,FohFcgAAzx,Individuals,129.81,Conservative Party of Canada,Leader 3,FALSE
8785,Federal,2022,2022-03-31,HGcdsiRQMA,Individuals,397.11,Conservative Party of Canada,Leader 3,FALSE
8786,Federal,2022,2022-03-31,gKPgWUggZW,Individuals,12.07,New Democratic Party,Leader 2,FALSE
8787,Federal,2022,2022-03-31,RjRgnoGecQ,Individuals,593.79,Conservative Party of Canada,Leader 3,FALSE
8788,Federal,2022,2022-03-31,rCmDRNYjcG,Individuals,186.7,New Democratic Party,Leader 2,FALSE
8789,Federal,2022,2022-04-01,VTPEGvlbSM,Individuals,107.4,New Democratic Party,Leader 2,FALSE
8790,Federal,2022,2022-04-01,ENVjjRxRMu,Individuals,22.13,New Democratic Party,Leader 2,FALSE
8791,Federal,2022,2022-04-01,BexloqnyAY,Individuals,200.99,New Democratic Party,Leader 2,FALSE
8792,Federal,2022,2022-04-02,XVJgTqDSxO,Individuals,282.09,New Democratic Party,Leader 2,FALSE
8793,Federal,2022,2022-04-03,vZTBUahDYY,Individuals,169.44,New Democratic Party,Leader 2,FALSE
8794,Federal,2022,2022-04-03,sxYFWdVLOQ,Individuals,243.35,Conservative Party of Canada,Leader 3,FALSE
8795,Federal,2022,2022-04-03,rxlufhqpsu,Individuals,344.25,Conservative Party of Canada,Leader 3,FALSE
8796,Federal,2022,2022-04-03,GJzdECJEVM,Individuals,412.71,New Democratic Party,Leader 2,FALSE
8797,Federal,2022,2022-04-03,HKLSnEdwcK,Individuals,46.86,New Democratic Party,Leader 2,FALSE
8798,Federal,2022,2022-04-04,CDtkKNoLCZ,Individuals,144.04,Liberal Party of Canada,Leader 3,FALSE
8799,Federal,2022,2022-04-04,JmImPLuhoP,Individuals,48.1,Liberal Party of Canada,Leader 3,FALSE
8800,Federal,2022,2022-04-05,oNIipMeDmO,Individuals,299.5,New Democratic Party,Leader 2,FALSE
8801,Federal,2022,2022-04-05,kTWOkszOZE,Individuals,708.54,Conservative Party of Canada,Leader 3,FALSE
8802,Federal,2022,2022-04-06,ovwhiQDsRZ,Individuals,46.79,Liberal Party of Canada,Leader 3,FALSE
8803,Federal,2022,2022-04-06,qNvUsyvZwv,Individuals,353.95,Liberal Party of Canada,Leader 3,FALSE
8804,Federal,2022,2022-04-06,EBljmSXfhY,Individuals,0.73,Liberal Party of Canada,Leader 3,FALSE
8805,Federal,2022,2022-04-06,lohzZYSWvg,Individuals,21.26,Conservative Party of Canada,Leader 3,FALSE
8806,Federal,2022,2022-04-06,LweDojiXXy,Individuals,98.09,New Democratic Party,Leader 2,FALSE
8807,Federal,2022,2022-04-08,XSNmZKdAuN,Individuals,41.78,Liberal Party of Canada,Leader 3,FALSE
8808,Federal,2022,2022-04-09,vEDMsrJlNn,Individuals,242.88,Liberal Party of Canada,Leader 3,FALSE
8809,Federal,2022,2022-04-09,diXLiBjCtf,Individuals,172.68,Conservative Party of Canada,Leader 3,FALSE
8810,Federal,2022,2022-04-09,uzLGyQducK,Individuals,221.98,Liberal Party of Canada,Leader 3,FALSE
8811,Federal,2022,2022-04-10,CwYdzDoFDq,Individuals,42.48,Liberal Party of Canada,Leader 3,FALSE
8812,Federal,2022,2022-04-10,nIJhuHKhxj,Individuals,77.6,Liberal Party of Canada,Leader 3,FALSE
8813,Federal,2022,2022-04-11,FZRIccnpbC,Individuals,96.15,Liberal Party of Canada,Leader 3,FALSE
8814,Federal,2022,2022-04-11,theTaqyvPR,Individuals,44.55,New Democratic Party,Leader 2,FALSE
8815,Federal,2022,2022-04-11,fvhFMqhdHw,Individuals,13.05,Liberal Party of Canada,Leader 3,FALSE
8816,Federal,2022,2022-04-11,RAkcJeTgAX,Individuals,312.24,Liberal Party of Canada,Leader 3,FALSE
8817,Federal,2022,2022-04-12,yiequXscGW,Individuals,353.39,Liberal Party of Canada,Leader 3,FALSE
8818,Federal,2022,2022-04-12,eZZTVtGHVk,Individuals,210.65,New Democratic Party,Leader 2,FALSE
8819,Federal,2022,2022-04-13,RUojNQnZQd,Individuals,550.92,Conservative Party of Canada,Leader 3,FALSE
8820,Federal,2022,2022-04-13,pRiNfUbwWR,Individuals,228.92,Conservative Party of Canada,Leader 3,FALSE
8821,Federal,2022,2022-04-13,jPwsfngSlg,Individuals,582.45,Liberal Party of Canada,Leader 3,FALSE
8822,Federal,2022,2022-04-14,pGweYWQPme,Individuals,34.32,Liberal Party of Canada,Leader 3,FALSE
8823,Federal,2022,2022-04-15,cLLEzjZAAF,Individuals,186.09,New Democratic Party,Leader 2,FALSE
8824,Federal,2022,2022-04-15,ykEQcetfjm,Individuals,199.9,Conservative Party of Canada,Leader 3,FALSE
8825,Federal,2022,2022-04-15,EDDiFFkShT,Individuals,589.46,New Democratic Party,Leader 2,FALSE
8826,Federal,2022,2022-04-16,ZuZnPvoeAk,Individuals,157.31,New Democratic Party,Leader 2,FALSE
8827,Federal,2022,2022-04-16,CzRlvREcOk,Individuals,14.7,New Democratic Party,Leader 2,FALSE
8828,Federal,2022,2022-04-16,TSbbiBnlXR,Individuals,2.83,Conservative Party of Canada,Leader 3,FALSE
8829,Federal,2022,2022-04-16,OCvTBiVlAB,Individuals,35.62,New Democratic Party,Leader 2,FALSE
8830,Federal,2022,2022-04-16,LhptlmZHWU,Individuals,164.15,Liberal Party of Canada,Leader 3,FALSE
8831,Federal,2022,2022-04-17,SkSLonOJSR,Individuals,79.33,Liberal Party of Canada,Leader 3,FALSE
8832,Federal,2022,2022-04-17,GybmTOIzNk,Individuals,112.7,Liberal Party of Canada,Leader 3,FALSE
8833,Federal,2022,2022-04-17,rwzwhIbPmq,Individuals,98.09,Conservative Party of Canada,Leader 3,FALSE
8834,Federal,2022,2022-04-17,vpCzrFutDB,Individuals,160.24,Liberal Party of Canada,Leader 3,FALSE
8835,Federal,2022,2022-04-17,BidnOeCfpq,Individuals,385.26,Liberal Party of Canada,Leader 3,FALSE
8836,Federal,2022,2022-04-18,IuSqNUljuC,Individuals,118.59,New Democratic Party,Leader 2,FALSE
8837,Federal,2022,2022-04-18,fRjWvuJmLM,Individuals,82.37,Liberal Party of Canada,Leader 3,FALSE
8838,Federal,2022,2022-04-18,auKsFcwcwf,Individuals,127.14,Conservative Party of Canada,Leader 3,FALSE
8839,Federal,2022,2022-04-19,fAQYPXWuCP,Individuals,109.74,Liberal Party of Canada,Leader 3,FALSE
8840,Federal,2022,2022-04-20,xCjpPAJdEK,Individuals,378.38,Liberal Party of Canada,Leader 3,FALSE
8841,Federal,2022,2022-04-20,AJSVqYlNSn,Individuals,600.12,Conservative Party of Canada,Leader 3,FALSE
8842,Federal,2022,2022-04-22,MxJhmVegJg,Individuals,17.54,Conservative Party of Canada,Leader 3,FALSE
8843,Federal,2022,2022-04-22,BXHcEjwaiE,Individuals,314.46,Liberal Party of Canada,Leader 3,FALSE
8844,Federal,2022,2022-04-23,KOLZPTuIXs,Individuals,201.48,Liberal Party of Canada,Leader 3,FALSE
8845,Federal,2022,2022-04-23,BlFoYDTwwX,Individuals,60.97,Conservative Party of Canada,Leader 3,FALSE
8846,Federal,2022,2022-04-23,cWoiNzIlGh,Individuals,144.24,Liberal Party of Canada,Leader 3,FALSE
8847,Federal,2022,2022-04-24,JQzsPrkqTP,Individuals,117.06,New Democratic Party,Leader 2,FALSE
8848,Federal,2022,2022-04-24,yUcCauTRGM,Individuals,79.69,New Democratic Party,Leader 2,FALSE
8849,Federal,2022,2022-04-25,jXHHJRPwvu,Individuals,344.43,New Democratic Party,Leader 2,FALSE
8850,Federal,2022,2022-04-25,MdfSqTDBeG,Individuals,37.38,Conservative Party of Canada,Leader 3,FALSE
8851,Federal,2022,2022-04-26,ygmMyFhcqF,Individuals,31.29,Conservative Party of Canada,Leader 3,FALSE
8852,Federal,2022,2022-04-26,PJLchoWhTB,Individuals,12.75,Liberal Party of Canada,Leader 3,FALSE
8853,Federal,2022,2022-04-27,qmlKveuWJJ,Individuals,324.76,New Democratic Party,Leader 2,FALSE
8854,Federal,2022,2022-04-27,YiXliMkTLU,Individuals,494.24,New Democratic Party,Leader 2,FALSE
8855,Federal,2022,2022-04-27,LcUzSmLGxV,Individuals,497.92,Conservative Party of Canada,Leader 3,FALSE
8856,Federal,2022,2022-04-28,tmnRUfxqhr,Individuals,50.36,Liberal Party of Canada,Leader 3,FALSE
8857,Federal,2022,2022-04-28,bBIelAndhu,Individuals,54.8,Conservative Party of Canada,Leader 3,FALSE
8858,Federal,2022,2022-04-28,HaJaFcWHtj,Individuals,63.59,Conservative Party of Canada,Leader 3,FALSE
8859,Federal,2022,2022-04-28,YqAJXbDKQs,Individuals,5.96,New Democratic Party,Leader 2,FALSE
8860,Federal,2022,2022-04-29,foylOzIVEM,Individuals,591.98,Conservative Party of Canada,Leader 3,FALSE
8861,Federal,2022,2022-04-29,DfUVouxBSw,Individuals,95.84,New Democratic Party,Leader 2,FALSE
8862,Federal,2022,2022-04-29,yORGaDxeqY,Individuals,135.89,New Democratic Party,Leader 2,FALSE
8863,Federal,2022,2022-04-29,kMfmgYOIYi,Individuals,66.39,New Democratic Party,Leader 2,FALSE
8864,Federal,2022,2022-04-30,iyAHitQXrH,Individuals,56.42,Conservative Party of Canada,Leader 3,FALSE
8865,Federal,2022,2022-05-01,wEKJbdWNEM,Individuals,10.18,Conservative Party of Canada,Leader 3,FALSE
8866,Federal,2022,2022-05-01,qvwmyJkWvG,Individuals,13.75,New Democratic Party,Leader 2,FALSE
8867,Federal,2022,2022-05-02,LUSgSNHDxC,Individuals,59.09,Liberal Party of Canada,Leader 3,FALSE
8868,Federal,2022,2022-05-03,MypvfciuaZ,Individuals,161.14,New Democratic Party,Leader 2,FALSE
8869,Federal,2022,2022-05-03,yLZaRrSOVR,Individuals,130.05,Liberal Party of Canada,Leader 3,FALSE
8870,Federal,2022,2022-05-03,SXgrZMzYKS,Individuals,6.13,Conservative Party of Canada,Leader 3,FALSE
8871,Federal,2022,2022-05-03,GKGxgsLAqu,Individuals,60.86,Conservative Party of Canada,Leader 3,FALSE
8872,Federal,2022,2022-05-03,JCbrdPOGia,Individuals,574.88,Conservative Party of Canada,Leader 3,FALSE
8873,Federal,2022,2022-05-04,GItvqvakhI,Individuals,43.89,Conservative Party of Canada,Leader 3,FALSE
8874,Federal,2022,2022-05-04,nJKlbQKxMm,Individuals,57.28,New Democratic Party,Leader 2,FALSE
8875,Federal,2022,2022-05-04,gXVsWcHEhg,Individuals,3.47,New Democratic Party,Leader 2,FALSE
8876,Federal,2022,2022-05-06,eEQyEvprcc,Individuals,647.69,Liberal Party of Canada,Leader 3,FALSE
8877,Federal,2022,2022-05-06,yMtMEOJZTr,Individuals,93.79,Conservative Party of Canada,Leader 3,FALSE
8878,Federal,2022,2022-05-06,obmkdmQpUG,Individuals,32.69,Conservative Party of Canada,Leader 3,FALSE
8879,Federal,2022,2022-05-07,vWsOxjHchy,Individuals,19.43,New Democratic Party,Leader 2,FALSE
8880,Federal,2022,2022-05-07,XSRdmNFDse,Individuals,1029.23,New Democratic Party,Leader 2,FALSE
8881,Federal,2022,2022-05-07,MdWrOeyZwv,Individuals,261.74,Liberal Party of Canada,Leader 3,FALSE
8882,Federal,2022,2022-05-07,TmUzZQALYE,Individuals,192.66,New Democratic Party,Leader 2,FALSE
8883,Federal,2022,2022-05-08,rYIDGxSYfJ,Individuals,84.98,New Democratic Party,Leader 2,FALSE
8884,Federal,2022,2022-05-08,EGcnvkIGcC,Individuals,30.43,Liberal Party of Canada,Leader 3,FALSE
8885,Federal,2022,2022-05-08,MdpitbdLyT,Individuals,118.64,New Democratic Party,Leader 2,FALSE
8886,Federal,2022,2022-05-08,gNSKHPhnhO,Individuals,23.73,Liberal Party of Canada,Leader 3,FALSE
8887,Federal,2022,2022-05-09,vyyaKxVZSu,Individuals,227.9,Conservative Party of Canada,Leader 3,FALSE
8888,Federal,2022,2022-05-10,bMbmXzBAQB,Individuals,133.17,New Democratic Party,Leader 2,FALSE
8889,Federal,2022,2022-05-10,sprrevJvAb,Individuals,14.01,Liberal Party of Canada,Leader 3,FALSE
8890,Federal,2022,2022-05-11,iJvZnJNAUQ,Individuals,112.51,Conservative Party of Canada,Leader 3,FALSE
8891,Federal,2022,2022-05-11,yAJXAokirx,Individuals,472.09,Conservative Party of Canada,Leader 3,FALSE
8892,Federal,2022,2022-05-12,ITFZmaFAuA,Individuals,56.85,Liberal Party of Canada,Leader 3,FALSE
8893,Federal,2022,2022-05-12,wQZrUBWKfe,Individuals,200.33,Conservative Party of Canada,Leader 3,FALSE
8894,Federal,2022,2022-05-12,UwqEIQMjIE,Individuals,39.43,New Democratic Party,Leader 2,FALSE
8895,Federal,2022,2022-05-14,oorZhrNGiM,Individuals,21.79,Liberal Party of Canada,Leader 3,FALSE
8896,Federal,2022,2022-05-14,VGxspRtwUI,Individuals,320.49,Conservative Party of Canada,Leader 3,FALSE
8897,Federal,2022,2022-05-14,PxeZKngGHT,Individuals,625.06,New Democratic Party,Leader 2,FALSE
8898,Federal,2022,2022-05-14,vpuZLlNzwA,Individuals,550.87,Liberal Party of Canada,Leader 3,FALSE
8899,Federal,2022,2022-05-14,tfZpoQEGQQ,Individuals,72,Liberal Party of Canada,Leader 3,FALSE
8900,Federal,2022,2022-05-15,FmambtoNDS,Individuals,63.5,Conservative Party of Canada,Leader 3,FALSE
8901,Federal,2022,2022-05-15,ZmStLuuinX,Individuals,44.73,Conservative Party of Canada,Leader 3,FALSE
8902,Federal,2022,2022-05-16,zlZRPwgeNu,Individuals,87.47,Conservative Party of Canada,Leader 3,FALSE
8903,Federal,2022,2022-05-17,RtSqaRFcbi,Individuals,613.03,New Democratic Party,Leader 2,FALSE
8904,Federal,2022,2022-05-18,eYzCDpJNvn,Individuals,259,Conservative Party of Canada,Leader 3,FALSE
8905,Federal,2022,2022-05-18,xfHGfWHoyE,Individuals,733,New Democratic Party,Leader 2,FALSE
8906,Federal,2022,2022-05-18,QBrrbPWnMG,Individuals,89.06,New Democratic Party,Leader 2,FALSE
8907,Federal,2022,2022-05-19,cLzNqoXbzX,Individuals,173.87,New Democratic Party,Leader 2,FALSE
8908,Federal,2022,2022-05-19,oHBjUORRMk,Individuals,183,New Democratic Party,Leader 2,FALSE
8909,Federal,2022,2022-05-19,iIikJeKmBS,Individuals,102.56,New Democratic Party,Leader 2,FALSE
8910,Federal,2022,2022-05-20,sQJlpSAeQp,Individuals,131.03,Liberal Party of Canada,Leader 3,FALSE
8911,Federal,2022,2022-05-20,gDumzGUBYB,Individuals,24.57,New Democratic Party,Leader 2,FALSE
8912,Federal,2022,2022-05-21,mZimyATUKx,Individuals,127.01,Conservative Party of Canada,Leader 3,FALSE
8913,Federal,2022,2022-05-21,ZuqqHEGoKt,Individuals,279.92,Conservative Party of Canada,Leader 3,FALSE
8914,Federal,2022,2022-05-22,kPGXglQVhM,Individuals,384.93,New Democratic Party,Leader 2,FALSE
8915,Federal,2022,2022-05-22,XonIzXVWVy,Individuals,22.27,Liberal Party of Canada,Leader 3,FALSE
8916,Federal,2022,2022-05-22,hQckzYAjOZ,Individuals,77.28,Liberal Party of Canada,Leader 3,FALSE
8917,Federal,2022,2022-05-23,UcqzPAbFGS,Individuals,203.32,Liberal Party of Canada,Leader 3,FALSE
8918,Federal,2022,2022-05-24,wsXXiKhfDn,Individuals,457.59,Liberal Party of Canada,Leader 3,FALSE
8919,Federal,2022,2022-05-24,cKEfKloLTs,Individuals,435.91,Liberal Party of Canada,Leader 3,FALSE
8920,Federal,2022,2022-05-24,SoQyULgOdM,Individuals,22.06,Liberal Party of Canada,Leader 3,FALSE
8921,Federal,2022,2022-05-25,UGTtKAFVlO,Individuals,146.98,Conservative Party of Canada,Leader 3,FALSE
8922,Federal,2022,2022-05-25,ozVpjXvtQE,Individuals,282.48,Conservative Party of Canada,Leader 3,FALSE
8923,Federal,2022,2022-05-25,pZXjcqsPpd,Individuals,21.76,New Democratic Party,Leader 2,FALSE
8924,Federal,2022,2022-05-26,rxTSzJqUNn,Individuals,130.18,New Democratic Party,Leader 2,FALSE
8925,Federal,2022,2022-05-27,EOoOKWZpsi,Individuals,63.47,Liberal Party of Canada,Leader 3,FALSE
8926,Federal,2022,2022-05-28,BTzeNDdixl,Individuals,132.93,Conservative Party of Canada,Leader 3,FALSE
8927,Federal,2022,2022-05-28,WCUntdhgUl,Individuals,28.9,New Democratic Party,Leader 2,FALSE
8928,Federal,2022,2022-05-29,DWFMfGlmcU,Individuals,259.92,Liberal Party of Canada,Leader 3,FALSE
8929,Federal,2022,2022-05-29,UDZiLitXOI,Individuals,96.51,Liberal Party of Canada,Leader 3,FALSE
8930,Federal,2022,2022-05-30,aSbbarGAfL,Individuals,281.94,Liberal Party of Canada,Leader 3,FALSE
8931,Federal,2022,2022-05-30,fCduxxmyuD,Individuals,389.39,Liberal Party of Canada,Leader 3,FALSE
8932,Federal,2022,2022-05-30,vqCKhJHVmN,Individuals,103.01,Conservative Party of Canada,Leader 3,FALSE
8933,Federal,2022,2022-05-30,KpSCurXngh,Individuals,132.29,Liberal Party of Canada,Leader 3,FALSE
8934,Federal,2022,2022-05-31,sLMqCkYdSh,Individuals,14.07,Liberal Party of Canada,Leader 3,FALSE
8935,Federal,2022,2022-06-01,oxoqwwrlMt,Individuals,98.96,New Democratic Party,Leader 2,FALSE
8936,Federal,2022,2022-06-01,rHxajZJXRn,Individuals,472.46,New Democratic Party,Leader 2,FALSE
8937,Federal,2022,2022-06-02,uuNlIUsCzl,Individuals,126.72,Conservative Party of Canada,Leader 3,FALSE
8938,Federal,2022,2022-06-02,xEXTwGtpNm,Individuals,62.53,New Democratic Party,Leader 2,FALSE
8939,Federal,2022,2022-06-02,ZAMLFtEmoH,Individuals,94.75,Conservative Party of Canada,Leader 3,FALSE
8940,Federal,2022,2022-06-03,JeAAJzrxCC,Individuals,265.87,New Democratic Party,Leader 2,FALSE
8941,Federal,2022,2022-06-03,SaBiCOQvsp,Individuals,56.93,New Democratic Party,Leader 2,FALSE
8942,Federal,2022,2022-06-04,LZbUeRffmC,Individuals,269.97,New Democratic Party,Leader 2,FALSE
8943,Federal,2022,2022-06-05,idiQlVBQlR,Individuals,219.15,Liberal Party of Canada,Leader 3,FALSE
8944,Federal,2022,2022-06-05,SBjIjxJEQj,Individuals,155.08,New Democratic Party,Leader 2,FALSE
8945,Federal,2022,2022-06-06,fNBIQfBPoQ,Individuals,237.86,New Democratic Party,Leader 2,FALSE
8946,Federal,2022,2022-06-07,jZBPDwoHjt,Individuals,600.36,Conservative Party of Canada,Leader 3,FALSE
8947,Federal,2022,2022-06-07,BsaVvzZgJE,Individuals,113.72,Conservative Party of Canada,Leader 3,FALSE
8948,Federal,2022,2022-06-07,JsYjjigvEj,Individuals,6.04,Conservative Party of Canada,Leader 3,FALSE
8949,Federal,2022,2022-06-07,vpFOiQVaIW,Individuals,288.09,Liberal Party of Canada,Leader 3,FALSE
8950,Federal,2022,2022-06-07,txHKmqwktK,Individuals,929.39,Liberal Party of Canada,Leader 3,FALSE
8951,Federal,2022,2022-06-07,XDWWBxfQZL,Individuals,250.85,New Democratic Party,Leader 2,FALSE
8952,Federal,2022,2022-06-07,fIHFCwRRtX,Individuals,21.86,New Democratic Party,Leader 2,FALSE
8953,Federal,2022,2022-06-07,mjlXGHmghJ,Individuals,274.79,Liberal Party of Canada,Leader 3,FALSE
8954,Federal,2022,2022-06-08,ogZFtaQbzx,Individuals,188.45,Conservative Party of Canada,Leader 3,FALSE
8955,Federal,2022,2022-06-10,ajhCvWctKa,Individuals,929.34,Conservative Party of Canada,Leader 3,FALSE
8956,Federal,2022,2022-06-11,pRsUUMYTRN,Individuals,291.76,New Democratic Party,Leader 2,FALSE
8957,Federal,2022,2022-06-12,KJepFKQRGA,Individuals,23.13,Liberal Party of Canada,Leader 3,FALSE
8958,Federal,2022,2022-06-12,gAEIxVQdiM,Individuals,273.96,Conservative Party of Canada,Leader 3,FALSE
8959,Federal,2022,2022-06-13,gDaKzMGjaU,Individuals,185.09,Conservative Party of Canada,Leader 3,FALSE
8960,Federal,2022,2022-06-13,obUexbSwHM,Individuals,54.5,Liberal Party of Canada,Leader 3,FALSE
8961,Federal,2022,2022-06-14,DbXbufjhqg,Individuals,49.53,New Democratic Party,Leader 2,FALSE
8962,Federal,2022,2022-06-14,dffjZEAHVO,Individuals,8.12,Conservative Party of Canada,Leader 3,FALSE
8963,Federal,2022,2022-06-16,eDxWLRHoXL,Individuals,56.53,New Democratic Party,Leader 2,FALSE
8964,Federal,2022,2022-06-18,GcIvXcFAEY,Individuals,41.59,Conservative Party of Canada,Leader 3,FALSE
8965,Federal,2022,2022-06-18,BcjIWxOHiC,Individuals,342.55,New Democratic Party,Leader 2,FALSE
8966,Federal,2022,2022-06-18,GhgsCAcAUT,Individuals,337.39,New Democratic Party,Leader 2,FALSE
8967,Federal,2022,2022-06-19,QYIWjGZBZs,Individuals,353.02,New Democratic Party,Leader 2,FALSE
8968,Federal,2022,2022-06-19,EpFAsdeaPs,Individuals,244.74,New Democratic Party,Leader 2,FALSE
8969,Federal,2022,2022-06-20,HEJrZQyvbU,Individuals,74.91,Conservative Party of Canada,Leader 3,FALSE
8970,Federal,2022,2022-06-22,OOFsTCuBNK,Individuals,254.19,Conservative Party of Canada,Leader 3,FALSE
8971,Federal,2022,2022-06-22,xwEXgCXXeV,Individuals,187.09,New Democratic Party,Leader 2,FALSE
8972,Federal,2022,2022-06-22,SEDFdwIEut,Individuals,223.45,Liberal Party of Canada,Leader 3,FALSE
8973,Federal,2022,2022-06-22,BUHPwZGXAJ,Individuals,372.27,Conservative Party of Canada,Leader 3,FALSE
8974,Federal,2022,2022-06-22,UbeMIqbnQb,Individuals,91.21,New Democratic Party,Leader 2,FALSE
8975,Federal,2022,2022-06-22,DJdKbXHFXb,Individuals,0.13,Liberal Party of Canada,Leader 3,FALSE
8976,Federal,2022,2022-06-23,unIyjQSrrR,Individuals,8.55,New Democratic Party,Leader 2,FALSE
8977,Federal,2022,2022-06-23,dKNXtycVgQ,Individuals,347.76,Conservative Party of Canada,Leader 3,FALSE
8978,Federal,2022,2022-06-23,FUKZLTdTZL,Individuals,37.3,New Democratic Party,Leader 2,FALSE
8979,Federal,2022,2022-06-24,fyYQUpGTLP,Individuals,29.88,Conservative Party of Canada,Leader 3,FALSE
8980,Federal,2022,2022-06-24,sdKVwDmbid,Individuals,76.91,Conservative Party of Canada,Leader 3,FALSE
8981,Federal,2022,2022-06-24,loydJeWXGp,Individuals,164.13,Conservative Party of Canada,Leader 3,FALSE
8982,Federal,2022,2022-06-25,sSMcMDeVwu,Individuals,50.75,Liberal Party of Canada,Leader 3,FALSE
8983,Federal,2022,2022-06-25,VeKYOxWEVG,Individuals,396.14,New Democratic Party,Leader 2,FALSE
8984,Federal,2022,2022-06-26,yFCsujySpP,Individuals,21.39,Conservative Party of Canada,Leader 3,FALSE
8985,Federal,2022,2022-06-26,XfmPxEunrB,Individuals,262.74,New Democratic Party,Leader 2,FALSE
8986,Federal,2022,2022-06-26,PIoASalDRo,Individuals,264.79,Conservative Party of Canada,Leader 3,FALSE
8987,Federal,2022,2022-06-26,HGSwnQiFjD,Individuals,254.24,New Democratic Party,Leader 2,FALSE
8988,Federal,2022,2022-06-27,WgrCKZNilR,Individuals,184.04,Liberal Party of Canada,Leader 3,FALSE
8989,Federal,2022,2022-06-27,aSJMuHBQkJ,Individuals,262.9,New Democratic Party,Leader 2,FALSE
8990,Federal,2022,2022-06-28,joYxzyzQge,Individuals,777.11,New Democratic Party,Leader 2,FALSE
8991,Federal,2022,2022-06-28,TWRRlerDvn,Individuals,224.67,Conservative Party of Canada,Leader 3,FALSE
8992,Federal,2022,2022-06-28,bYgJQYTtOH,Individuals,25.31,New Democratic Party,Leader 2,FALSE
8993,Federal,2022,2022-06-29,oNRzoYxfnn,Individuals,470.92,Conservative Party of Canada,Leader 3,FALSE
8994,Federal,2022,2022-06-30,hzSaUAbYYN,Individuals,56.26,Liberal Party of Canada,Leader 3,FALSE
8995,Federal,2022,2022-06-30,LtgxyDbeUL,Individuals,52.09,Conservative Party of Canada,Leader 3,FALSE
8996,Federal,2022,2022-07-01,cUvHZUKtEq,Individuals,6.58,Conservative Party of Canada,Leader 3,FALSE
8997,Federal,2022,2022-07-01,dfXklTrOtP,Individuals,313.85,New Democratic Party,Leader 2,FALSE
8998,Federal,2022,2022-07-02,VuGhtVVCxm,Individuals,479.96,New Democratic Party,Leader 2,FALSE
8999,Federal,2022,2022-07-02,CoGKUtDlUq,Individuals,109.44,New Democratic Party,Leader 2,FALSE
9000,Federal,2022,2022-07-02,dnSYneCgsW,Individuals,49,Conservative Party of Canada,Leader 3,FALSE
9001,Federal,2022,2022-07-02,ykerXXELxL,Individuals,23.85,New Democratic Party,Leader 2,FALSE
9002,Federal,2022,2022-07-02,ygpdgogYcM,Individuals,111.88,New Democratic Party,Leader 2,FALSE
9003,Federal,2022,2022-07-03,hUuoilcndG,Individuals,243.48,Conservative Party of Canada,Leader 3,FALSE
9004,Federal,2022,2022-07-03,oOsfEVMlcS,Individuals,227.62,New Democratic Party,Leader 2,FALSE
